Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Lanes_or_Medians,Types_of_Junction,Road_surface_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_severity,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
Monday,Unknown,Male,Middle,Employee,Intermediate,Public,Advanced_Exp,Unknown,Other,Other,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,16
Sunday,Underage,Male,Elementary,Employee,Intermediate,Other,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Inanimated_Objects,2,2,Turn,Driver or rider,3,No_pedestrian,Other,Slight Injury,19
Sunday,Adult,Male,Middle,Employee,Intermediate,Other,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,2,Backward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,19
Sunday,Adult,Male,Elementary,Employee,Advanced,Other,Unknown,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,19
Tuesday,Young_Adult,Male,Elementary,Employee,Intermediate,Public,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Underage,Male,Middle,Employee,Expert,Lorry,Unknown,Unknown,Unknown,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,8
Saturday,Unknown,Male,Middle,Employee,Expert,Other,Moderate_Exp,Unknown,Divided_Two-way,No_junction,Dry,Darkness,Inanimated_Objects,2,2,Unknown,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,21
Saturday,Adult,Male,Middle,Employee,Expert,Public,Valid_Recent_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Darkness,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,21
Saturday,Adult,Male,Middle,Employee,Advanced,Other,Unknown,Unknown,Undivided_Two-way,No_junction,Dry,Darkness,Inanimated_Objects,2,2,Unknown,Driver or rider,2,No_pedestrian,Other,Slight Injury,21
Friday,Underage,Male,Middle,Owner,Intermediate,Lorry,Unknown,Unknown,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,12
Friday,Older_Adult,Male,Elementary,Employee,Beginner,Other,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Other,2,1,Unknown,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,12
Wednesday,Adult,Male,Middle,Employee,Intermediate,Other,Unknown,Unknown,One-way,Other,Dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Wednesday,Underage,Male,Middle,Employee,Advanced,Other,Unknown,No defect,Divided_Two-way,Other,Dry,Daylight,Vehicles,2,2,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Wednesday,Underage,Male,Unknown,Unknown,Unknown,Pick up,Unknown,No defect,One-way,Other,Dry,Daylight,Vehicles,2,2,Forward,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,13
Saturday,Unknown,Male,Elementary,Owner,Advanced,Automobile,Unknown,No defect,Unknown,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,11
Saturday,Young_Adult,Male,Middle,Unknown,Expert,Other,Moderate_Exp,Unknown,Unknown,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,11
Friday,Unknown,Male,Middle,Employee,Expert,Lorry,Unknown,Unknown,Other,No_junction,Not dry,Daylight,Animated_Objects,2,1,Other,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,18
Friday,Adult,Male,Middle,Employee,Beginner,Public,Advanced_Exp,Unknown,Unknown,No_junction,Not dry,Daylight,Other,2,1,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,18
Monday,Young_Adult,Male,Middle,Owner,Unknown,Automobile,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,3,3,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Monday,Underage,Male,Middle,Employee,Intermediate,Pick up,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Other,3,3,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,18
Monday,Underage,Male,Middle,Employee,Advanced,Lorry,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,3,3,Stop,Passenger,3,No_pedestrian,Other,Slight Injury,18
Monday,Adult,Male,Middle,Employee,Intermediate,Public,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,3,3,Forward,Passenger,3,No_pedestrian,Changing_lane,Slight Injury,18
Friday,Underage,Male,Middle,Employee,Expert,Other,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,7
Friday,Older_Adult,Male,Elementary,Employee,Advanced,Lorry,Moderate_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Other,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,7
Monday,Unknown,Female,Middle,Employee,Advanced,Pick up,Unknown,Unknown,Other,Other,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,17
Monday,Young_Adult,Male,Advanced,Employee,Beginner,Other,Unknown,Unknown,Other,Other,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Saturday,Adult,Male,Elementary,Employee,Expert,Lorry,Unknown,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Stop,Unknown,0,No_pedestrian,Other,Slight Injury,16
Saturday,Adult,Male,Elementary,Employee,Advanced,Other,Unknown,Unknown,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,16
Monday,Adult,Male,Elementary,Employee,Intermediate,Automobile,Unknown,Unknown,Other,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,14
Monday,Unknown,Male,Elementary,Employee,Intermediate,Automobile,Moderate_Exp,Unknown,Other,No_junction,Not dry,Daylight,Animated_Objects,2,1,Other,Pedestrian,3,No_pedestrian,Other,Slight Injury,17
Monday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Wednesday,Unknown,Male,Middle,Employee,Beginner,Other,Advanced_Exp,Unknown,Other,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Wednesday,Young_Adult,Male,Middle,Employee,Advanced,Lorry,Unknown,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,8
Friday,Older_Adult,Male,Middle,Employee,Advanced,Lorry,Moderate_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Other,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,8
Friday,Older_Adult,Male,Advanced,Employee,Advanced,Lorry,Moderate_Exp,Unknown,One-way,No_junction,Dry,Daylight,Inanimated_Objects,1,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,12
Sunday,Young_Adult,Male,Middle,Employee,Expert,Automobile,Moderate_Exp,Unknown,Other,Y,Not dry,Daylight,Vehicles,2,1,Backward,Driver or rider,3,No_pedestrian,Other,Serious Injury,10
Sunday,Adult,Male,Elementary,Employee,Intermediate,Public,Moderate_Exp,Unknown,Divided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Other,Driver or rider,2,No_pedestrian,Changing_lane,Serious Injury,10
Friday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Other,No_junction,Dry,Daylight,Inanimated_Objects,3,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,8
Friday,Underage,Male,Unknown,Unknown,Unknown,Public,Valid_Recent_Exp,Unknown,Other,No_junction,Dry,Daylight,Vehicles,3,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Friday,Adult,Male,Middle,Employee,Advanced,Lorry,Advanced_Exp,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,3,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,8
Thursday,Young_Adult,Male,Middle,Employee,Unknown,Automobile,Valid_Recent_Exp,Unknown,Other,No_junction,Not dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,17
Monday,Adult,Male,Middle,Employee,Unknown,Lorry,Unknown,Unknown,Undivided_Two-way,Y,Not dry,Darkness,Other,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,4
Monday,Adult,Male,Middle,Employee,Beginner,Lorry,Unknown,Unknown,Undivided_Two-way,Y,Not dry,Darkness,Other,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,4
Friday,Young_Adult,Male,Advanced,Owner,Advanced,Pick up,Moderate_Exp,Unknown,Divided_Two-way,No_junction,Not dry,Daylight,Animated_Objects,1,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,8
Friday,Unknown,Male,Middle,Employee,Intermediate,Other,Unknown,Unknown,Undivided_Two-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,6
Friday,Adult,Male,Middle,Owner,Advanced,Automobile,Unknown,No defect,One-way,Y,Not dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,6
Sunday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Unknown,Unknown,Other,No_junction,Dry,Daylight,Vehicles,2,1,Backward,Pedestrian,2,No_pedestrian,Driving_carelessly,Slight Injury,13
Sunday,Adult,Male,Middle,Employee,Expert,Lorry,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Animated_Objects,2,1,Backward,Pedestrian,2,No_pedestrian,No_distance,Slight Injury,13
Tuesday,Young_Adult,Male,Middle,Employee,Beginner,Other,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Animated_Objects,2,2,Turn,Pedestrian,3,Pedestrian,Other,Slight Injury,11
Tuesday,Unknown,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,2,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,11
Wednesday,Unknown,Male,Unknown,Owner,Unknown,Lorry,Moderate_Exp,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,15
Saturday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Darkness,Vehicles,1,1,Forward,Pedestrian,3,No_pedestrian,Driving_carelessly,Slight Injury,23
Saturday,Unknown,Male,Unknown,Unknown,Unknown,Lorry,Advanced_Exp,With defect,Divided_Two-way,Crossing,Dry,Daylight,Inanimated_Objects,3,2,Forward,Pedestrian,3,Pedestrian,Changing_lane,Slight Injury,17
Saturday,Young_Adult,Male,Elementary,Employee,Unknown,Automobile,Unknown,With defect,Other,Crossing,Dry,Daylight,Vehicles,3,2,Other,Pedestrian,3,No_pedestrian,No_distance,Slight Injury,17
Saturday,Young_Adult,Male,Middle,Employee,Expert,Unknown,Unknown,No defect,Unknown,Crossing,Dry,Daylight,Inanimated_Objects,3,2,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Saturday,Unknown,Male,Middle,Owner,Expert,Automobile,Unknown,No defect,One-way,Crossing,Dry,Daylight,Vehicles,3,2,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,17
Saturday,Unknown,Male,Middle,Employee,Expert,Public,Unknown,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Backward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Saturday,Adult,Male,Middle,Employee,Expert,Public,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,1,1,Other,Unknown,0,No_pedestrian,Other,Slight Injury,15
Friday,Older_Adult,Male,Middle,Owner,Advanced,Other,Unknown,No defect,Divided_Two-way,Other,Dry,Daylight,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,19
Friday,Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,Unknown,Unknown,Other,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,19
Monday,Young_Adult,Male,Middle,Employee,Intermediate,Automobile,Unknown,Unknown,Divided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,8
Monday,Adult,Male,Middle,Employee,Unknown,Public,Unknown,No defect,One-way,Y,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Wednesday,Adult,Male,Advanced,Employee,Beginner,Public,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,17
Wednesday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,Unknown,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,17
Saturday,Adult,Male,Middle,Employee,Beginner,Other,Valid_Recent_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,12
Saturday,Young_Adult,Male,Unknown,Employee,Advanced,Pick up,Valid_Recent_Exp,Unknown,Unknown,Y,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,12
Wednesday,Young_Adult,Male,Middle,Employee,Expert,Lorry,Unknown,Unknown,Divided_Two-way,Other,Dry,Daylight,Vehicles,3,2,Forward,Passenger,3,No_pedestrian,Changing_lane,Serious Injury,7
Wednesday,Adult,Male,Middle,Employee,Expert,Automobile,Valid_Recent_Exp,Unknown,Divided_Two-way,Other,Dry,Daylight,Vehicles,3,2,Forward,Unknown,0,No_pedestrian,Changing_lane,Serious Injury,7
Wednesday,Underage,Male,Middle,Employee,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,Other,Dry,Daylight,Vehicles,3,2,Other,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,7
Monday,Young_Adult,Male,Middle,Employee,Intermediate,Lorry,Advanced_Exp,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,6,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,18
Monday,Young_Adult,Male,Middle,Employee,Beginner,Unknown,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,6,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Monday,Young_Adult,Male,Middle,Employee,Beginner,Other,Unknown,No defect,One-way,Crossing,Dry,Daylight,Vehicles,6,6,Backward,Pedestrian,3,No_pedestrian,Changing_lane,Slight Injury,18
Monday,Young_Adult,Male,Middle,Employee,Advanced,Automobile,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,6,6,Forward,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,18
Monday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,6,Backward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,18
Monday,Unknown,Male,Elementary,Employee,Advanced,Automobile,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,6,6,Other,Passenger,3,No_pedestrian,Driving_carelessly,Slight Injury,18
Monday,Unknown,Female,Middle,Employee,Intermediate,Automobile,Unknown,Unknown,Unknown,Crossing,Dry,Daylight,Vehicles,6,6,Forward,Passenger,3,No_pedestrian,Other,Slight Injury,18
Monday,Unknown,Male,Middle,Employee,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Backward,Unknown,0,No_pedestrian,Other,Slight Injury,8
Monday,Adult,Male,Elementary,Employee,Advanced,Other,Unknown,No defect,Divided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,No_distance,Slight Injury,8
Tuesday,Unknown,Female,Middle,Employee,Expert,Pick up,Unknown,Unknown,Other,No_junction,Dry,Daylight,Vehicles,1,1,Other,Passenger,3,No_pedestrian,No_distance,Slight Injury,13
Friday,Young_Adult,Male,Middle,Employee,Beginner,Automobile,Advanced_Exp,No defect,Other,No_junction,Dry,Darkness,Vehicles,1,3,Other,Unknown,0,No_pedestrian,No_distance,Slight Injury,21
Friday,Young_Adult,Male,Middle,Employee,Beginner,Other,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Darkness,Inanimated_Objects,1,3,Other,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,21
Friday,Young_Adult,Male,Elementary,Employee,Expert,Pick up,Unknown,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,1,3,Stop,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,21
Friday,Young_Adult,Male,Middle,Owner,Beginner,Automobile,Unknown,No defect,One-way,Y,Dry,Daylight,Animated_Objects,2,1,Other,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,14
Friday,Unknown,Male,Middle,Employee,Intermediate,Lorry,Moderate_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,1,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,14
Sunday,Young_Adult,Male,Unknown,Employee,Advanced,Automobile,Moderate_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Daylight,Inanimated_Objects,2,1,Other,Driver or rider,3,No_pedestrian,Other,Slight Injury,14
Sunday,Young_Adult,Male,Middle,Owner,Intermediate,Unknown,Advanced_Exp,Unknown,Undivided_Two-way,Crossing,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,Changing_lane,Slight Injury,14
Thursday,Adult,Male,Middle,Employee,Expert,Automobile,Advanced_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Serious Injury,15
Thursday,Older_Adult,Male,Middle,Employee,Beginner,Automobile,Moderate_Exp,Unknown,Divided_Two-way,Y,Dry,Daylight,Vehicles,2,3,Forward,Driver or rider,2,No_pedestrian,Changing_lane,Serious Injury,13
Thursday,Older_Adult,Male,Elementary,Employee,Beginner,Other,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,3,Forward,Driver or rider,3,No_pedestrian,No_distance,Serious Injury,13
Thursday,Older_Adult,Male,Middle,Employee,Beginner,Unknown,Moderate_Exp,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,3,Forward,Unknown,0,No_pedestrian,Other,Serious Injury,13
Monday,Unknown,Male,Advanced,Employee,Advanced,Automobile,Unknown,Unknown,Divided_Two-way,No_junction,Dry,Daylight,Other,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,13
Monday,Underage,Male,Unknown,Unknown,Unknown,Automobile,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Other,Slight Injury,13
Monday,Adult,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,Unknown,Other,No_junction,Not dry,Daylight,Vehicles,1,1,Forward,Unknown,0,No_pedestrian,No_distance,Serious Injury,15
Thursday,Adult,Male,Elementary,Owner,Advanced,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Daylight,Inanimated_Objects,2,1,Forward,Driver or rider,3,No_pedestrian,Other,Serious Injury,8
Thursday,Older_Adult,Male,Elementary,Employee,Advanced,Pick up,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Serious Injury,8
Thursday,Adult,Male,Middle,Owner,Advanced,Lorry,Unknown,No defect,One-way,No_junction,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,18
Wednesday,Underage,Male,Middle,Employee,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,4,Backward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,5
Wednesday,Underage,Male,Middle,Owner,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Vehicles,2,4,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,5
Wednesday,Underage,Male,Middle,Employee,Intermediate,Lorry,Unknown,No defect,One-way,Y,Dry,Daylight,Vehicles,2,4,Other,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,5
Wednesday,Young_Adult,Male,Middle,Owner,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,Y,Dry,Daylight,Inanimated_Objects,2,4,Unknown,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,5
Tuesday,Young_Adult,Male,Middle,Owner,Expert,Lorry,Unknown,No defect,Undivided_Two-way,No_junction,Not dry,Daylight,Vehicles,2,1,Stop,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Unknown,Female,Middle,Employee,Advanced,Lorry,Unknown,No defect,Undivided_Two-way,No_junction,Not dry,Daylight,Inanimated_Objects,2,1,Forward,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,8
Tuesday,Young_Adult,Male,Middle,Owner,Intermediate,Automobile,Valid_Recent_Exp,No defect,Divided_Two-way,Y,Dry,Daylight,Vehicles,1,1,Forward,Driver or rider,3,No_pedestrian,Other,Slight Injury,17
Thursday,Unknown,Male,Middle,Employee,Advanced,Automobile,Moderate_Exp,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Unknown,0,No_pedestrian,No_distance,Slight Injury,19
Thursday,Young_Adult,Male,Elementary,Employee,Intermediate,Automobile,Unknown,No defect,Divided_Two-way,No_junction,Dry,Darkness,Vehicles,2,1,Forward,Driver or rider,3,No_pedestrian,Changing_lane,Slight Injury,19
Tuesday,Underage,Male,Elementary,Employee,Advanced,Public,Advanced_Exp,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,10
Tuesday,Unknown,Male,Middle,Employee,Beginner,Automobile,Unknown,No defect,Undivided_Two-way,No_junction,Dry,Daylight,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,No_distance,Slight Injury,10
Monday,Young_Adult,Male,Middle,Employee,Advanced,Public,Unknown,Unknown,Undivided_Two-way,No_junction,Not dry,Daylight,Vehicles,1,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Serious Injury,14
Sunday,Underage,Male,Unknown,Unknown,Unknown,Public,Valid_Recent_Exp,With defect,Undivided_Two-way,Other,Dry,Darkness,Vehicles,2,1,Turn,Driver or rider,3,No_pedestrian,Driving_carelessly,Slight Injury,22
Sunday,Underage,Male,Elementary,Employee,Expert,Automobile,Advanced_Exp,No defect,Other,Other,Dry,Darkness,Vehicles,2,1,Turn,Unknown,0,No_pedestrian,Driving_carelessly,Slight Injury,22
